longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,school_quality_index,distance_to_highway,property_tax_rate,climate_zone
-94.5036790492211,45.86181312166465,32,6929,2694,4770,1837,5.77,174363.11398476505,5,16.23121391908224,2.2168266711371993,Cold
-89.89428554872067,46.34061395625013,36,7161,3305,3013,927,5.45,156874.56246259066,8,27.72023858892374,0.9457908301788358,Cold
-91.64404846550876,48.62728435921308,37,6213,2818,402,116,8.5,211518.12891029447,9,27.29343676999226,1.2023449174579581,Cold
-92.71073212642371,45.54002631635935,48,996,302,1078,518,5.26,178332.56346853892,5,1.5212873028216036,1.0333168751975532,Temperate
-96.25185087646051,48.71789810887303,14,2157,770,4620,1508,1.71,61340.18631274024,5,8.767826599593551,0.9905957777643462,Cold
-96.25204383731038,44.028806585860146,27,3266,841,2059,657,6.11,206747.57218658892,2,10.991340035664672,2.4577324735474697,Cold
-97.03533110265441,48.160790623251785,19,2880,827,977,452,3.85,82661.52099520186,9,1.7525273441165699,1.006648943725802,Cold
-90.57059083380052,48.58528579832842,31,4641,2146,79,26,1.8,77751.3300249476,6,15.756758341596205,1.6566580676559441,Cold
-92.69107990605433,44.59090591702403,46,3148,1486,2590,755,6.44,194982.13009749597,5,0.8349908782059656,1.9907627821507443,Cold
-91.83541937763164,46.0820791942332,9,3931,1801,3869,1836,3.66,89159.45599503888,5,20.374256480726498,0.583948966256516,Cold
-97.33532404563358,44.492998647981935,38,1301,202,544,154,6.25,202526.6976040621,4,0.18038492108761356,2.2631439718869166,Cold
-89.74072118270405,47.7396247739653,17,5684,2501,4533,1437,4.42,127046.90296849096,1,1.054904146406038,0.8057782743023201,Cold
-90.84045887359663,46.712086608369944,19,9429,4519,922,251,7.84,186762.13943076693,6,25.029219870057734,1.6761315342877585,Cold
-95.8012871145738,47.311940080249926,44,4431,1083,884,362,11.9,317133.2196745118,1,7.653018721980346,1.7822562405722964,Cold
-96.0454002623432,44.67892180173727,4,9183,2823,3374,920,7.25,164272.82385793774,2,2.528745252197686,1.759131679254107,Temperate
-96.03276392117253,44.77047517231452,48,1181,486,679,310,8.29,221879.6856922897,7,12.044049293921313,1.9668922402251563,Cold
-95.0660620563237,43.74898395305944,11,9657,3136,3036,1081,11.15,298326.52307079465,1,1.6233664769284475,2.3624751158868387,Temperate
-93.3019485469421,45.43240521117438,22,5370,2671,79,32,5.43,166535.48090468431,8,22.53726419803046,2.3537760679045583,Cold
-94.04443985086307,46.85846796800205,4,9135,2578,3832,1021,3.25,87674.2466757873,8,14.875003297715553,1.6561559872941802,Cold
-95.17016687841567,48.64760948398397,17,2631,1014,856,251,4.47,105248.50246820936,7,16.602781134219857,1.2398374961113336,Cold
-92.60517684222097,47.50156468475208,8,8766,3655,2018,984,5.73,154882.16840790713,7,22.615064661326127,1.1430092521884967,Temperate
-96.38404911478366,46.11237794039851,46,6549,1949,3518,1742,8.27,244217.99275915275,1,23.555308791144,2.2733744543505914,Cold
-95.16284281171825,49.218720686364826,34,4097,1814,3630,1405,1.55,50000.0,3,4.174127787505879,2.2062573507125522,Cold
-94.56910525365046,47.81547120345499,11,7748,2467,2010,879,10.46,269329.5755006183,9,8.480360600577336,1.0916438329817983,Cold
-93.85144012626371,49.0809912171753,31,2191,579,4389,1346,2.3,69196.20403201338,5,5.352416892156514,0.8046995821852305,Cold
-91.21859230885589,46.66552783963299,11,3128,447,270,81,10.96,298574.22510819143,5,1.7157564951520679,2.2222842382952788,Cold
-95.90260974273312,45.05342564875884,38,5630,1448,1393,358,11.47,313463.78329722997,7,16.17177001637004,1.7166983346760953,Cold
-93.38612449269111,43.816960118188334,21,3646,1434,4676,1197,11.9,317687.03402945574,8,7.569007697420562,1.1262777701815605,Cold
-92.76068344910367,47.856509108903104,46,6975,3267,2312,696,10.0,263361.78067238076,6,4.70403138134522,1.7212976982554713,Cold
-97.12839669824002,44.2278179880332,30,8983,1802,2464,1225,2.99,89783.03434264872,5,15.353403319118634,0.6323936445932392,Temperate
-92.63964118478849,45.316650769631806,10,5361,1297,2211,813,8.91,246623.69939607778,1,19.05704955035626,0.8802735119850504,Temperate
-96.13580701050167,46.69482544730339,26,2769,447,4170,1377,3.63,102452.40534059447,9,23.185858020355635,1.5915762048566877,Temperate
-96.97958725611777,46.886499526678485,27,3072,1155,3031,1010,10.92,289993.3911146315,6,0.6230532836301327,1.5783366535495071,Temperate
-89.90891570197333,47.103499181922814,8,9568,4631,907,282,4.82,93780.85403115868,3,15.835908301471912,0.9933368781675276,Temperate
-89.77494373540353,44.4975319820982,39,1535,547,822,209,4.93,141379.19927345568,7,8.085425172378507,2.46417714039987,Temperate
-91.03282121506831,45.778424428929895,8,5613,1946,2542,674,11.14,242260.00063787782,4,29.748562877199248,1.3248732026944237,Cold
-95.06308984661304,47.2031653627018,8,312,100,69,31,1.64,50000.0,3,4.792406862431651,1.9170762148217824,Cold
-96.71862308794893,49.31891318780271,34,3972,537,855,337,3.54,106770.31115453798,7,13.191588424173723,1.0169136660662665,Temperate
-92.02613578790275,47.86578682619813,16,5494,2152,1430,390,5.93,171590.6158896914,6,29.103787040351502,1.3489547498394259,Cold
-93.97878005008319,49.03562254256374,41,2187,745,2225,609,8.86,222016.8011309605,4,6.471606113863028,2.1624451634774986,Temperate
-96.52369412124177,48.07327234988506,13,5029,1833,2455,962,8.3,221473.68286940208,8,24.226237904118236,2.197194831745322,Temperate
-93.53858471910983,47.0503018133544,23,2185,1004,3413,986,8.53,254119.86808724253,2,7.366877343483052,0.770518848178789,Temperate
-97.22489183107825,44.65214021481807,12,5291,2188,3476,1039,10.74,261685.12268568756,6,2.3503826810092203,1.209339938168467,Cold
-90.22543678336974,47.50011391135508,27,452,186,930,315,2.77,51808.94156554685,3,1.3783800471083236,0.9063008759249247,Cold
-95.42976014719986,47.24027739575944,22,8515,4009,3158,1314,6.98,191296.79914114176,8,28.467289367344353,2.280536876584472,Cold
-92.19982172516815,47.1148150227436,32,9628,4775,1383,366,9.12,220160.05986927412,8,6.465512804037121,2.007722727002103,Cold
-95.00631139128471,46.43871520792945,49,823,273,1734,516,8.18,212620.0285305296,1,8.829454109469205,1.6266221203039246,Temperate
-93.33945583057752,46.67193962393566,27,3356,481,3014,1289,6.21,187216.73883404973,2,29.010606921425172,1.800168121239391,Temperate
-93.12631776525376,45.506655162708626,2,3589,1018,1655,485,1.68,80537.98550753362,4,19.755996728333116,2.328309577314875,Temperate
-96.02116435579579,46.61587615585382,45,3617,1501,2607,748,2.13,55736.197673170296,1,14.694995908763804,1.1065509537839089,Cold
-89.74332297788354,44.68533543407087,33,9658,1072,493,130,2.75,70501.60519969172,3,13.119107565712454,0.5273500132805045,Cold
-91.29893741311108,48.33104638416226,26,3145,386,2092,855,5.1,131702.62075182362,4,1.5520711294573373,0.5527106752798023,Temperate
-89.98400846748649,44.614661728192246,28,9552,1211,828,208,2.74,71543.83892949147,3,25.1844502331544,0.5933746095747658,Cold
-90.34138119657881,44.0097977393368,19,8832,3465,3209,1391,5.97,197415.8502762407,5,22.884880023781367,0.7569618231816668,Temperate
-92.71680016951132,46.11747615814294,43,2292,688,1796,561,3.38,95388.64340624427,7,2.8118563510022483,1.6417485107282668,Cold
-90.12500611981507,47.44984463703637,5,2905,719,3990,1203,9.68,236744.96170947741,8,10.668369089713154,2.4621729899833276,Cold
-96.79205998358465,46.126300949601244,33,3959,563,470,165,10.65,315073.5494634965,8,26.573756513053535,1.3398346916638348,Temperate
-95.93213710064684,45.16052479170785,20,5312,2087,1901,644,5.59,161283.52623078602,2,7.169598918138777,1.9248330061833643,Cold
-97.13818168871569,46.84902710334264,30,753,171,2158,570,6.87,206467.98465898487,1,18.375891506955767,2.0843542611772437,Cold
-94.89735735389388,45.5820140124732,45,5104,1052,4724,1435,11.51,292127.74253955216,6,14.689283556980513,2.1027940590406295,Cold
-94.39058168248414,49.097206140759795,8,1312,473,4046,1351,7.12,171396.4063364853,1,24.573799237484696,1.3865924928959676,Cold
-95.32920774580883,49.03587083762143,38,2977,963,1408,623,11.95,296955.6328464208,6,1.1779997729593772,1.599891984151564,Cold
-90.87009992678456,46.51423091983257,17,7297,1787,3960,1965,2.99,99275.23092071632,7,24.502797936042946,1.157507855176964,Temperate
-94.64597338645129,45.467303964109554,44,1514,539,2676,1189,10.55,310254.8641556689,9,4.158003244101879,1.8757220259528837,Cold
-95.25252392250096,47.922794483739835,1,3693,769,2737,699,6.72,156504.51261636973,1,0.5506681357278725,1.26573493051834,Cold
-93.15843133473402,43.7202776608984,3,8490,3548,4256,1206,1.74,50000.0,7,17.905473884922586,1.1221271583216383,Temperate
